"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P","J","Y","K","N","H","M","E","U","色"
13105001100,13105,"11","でんづういんうらかいづか","伝通院裏貝塚","文京区 小石川三丁目","[縄文時代][弥生時代][古墳時代][近世]","包蔵地・集落・貝塚?・社寺・屋敷","[弥生時代]?[古墳時代]堅穴住居跡　土坑　ピット　[近世]地下室　土坑　井戸　溝　焼土集中部　小穴","（縄文～古代）土器　（古墳）土師器　（近世）陶磁器・せっ器・土器・土製品・瓦・木製品",139.7466784,35.71247324,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105001200,13105,"12","ひさかたちょういせき","久堅町遺跡","文京区 小石川四丁目","[縄文時代][近世]","貝塚・屋敷","[近世]土坑　地下式土坑　井戸","縄文土器　打斧　陶磁器　瓦　金属器",139.7437945,35.71328165,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105001400,13105,"14","どうざかいせき","動坂遺跡","文京区 本駒込三丁目　本駒込四丁目","[旧石器時代][縄文時代（中期～晩期）][弥生時代][近世]","包蔵地・集落・貝塚・屋敷","[縄文時代]貝塚　堅穴住居跡　集石跡　土坑　溝　[近世]地下室　溝　柱穴","（縄文）土器・石器（打製石器・磨製石器・石鏃・石皿・）　（弥生）土器　（近世）陶磁器・土器・瓦・金属製品・土製品・石製品など",139.7560854,35.72972681,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105002100,13105,"21","こいしかわしょくぶつえんないかいづか・はらまちいせき","小石川植物園内貝塚・原町遺跡","文京区 白山三丁目　白山四丁目","[旧石器時代][縄文時代（中期～晩期）][近世]","包蔵地・集落・貝塚・屋敷跡","[縄文時代]竪穴住居跡　土坑　集石　ピット　[近世]土坑　地下室　ピット　地下坑　井戸　溝　塀跡　かわらけ廃棄遺構","(旧石器)石器　(縄文)土器　石器（打斧　磨斧　石槍　石鏃　石匙　石皿　凹石　石棒　石剣）　土偶　(近世)陶磁器　土器　土製品　瓦　金属製品　石製品　銭貨　動物遺体　自然遺物",139.7455797,35.7204176,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105002200,13105,"22","はらまちいせき","原町遺跡","文京区 白山四丁目","[縄文時代][近世]","貝塚・屋敷","[近世]土坑　植栽痕　ピット","縄文式土器　（近世）陶磁器・せっ器・土器",139.7455454,35.72312128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105002500,13105,"25","せんだぎかいづか","千駄木貝塚","文京区 千駄木一丁目","[旧石器時代][縄文時代][弥生時代（後期）][近世]","集落・貝塚・その他の墓・屋敷","[縄文時代]炉　土坑　住居　集石　炉　廃屋跡　[弥生時代]住居","（縄文）土器・石器・石製品・人骨　（弥生）土器　（近）陶磁器",139.758987,35.722748,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105002800,13105,"28","やよいちょういせきぐん","弥生町遺跡群","文京区 弥生二丁目　根津一丁目","[縄文時代][弥生時代][近世]","貝塚","","",139.7641535,35.71590195,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105002801,13105,"28-1","やよいちょうかいづか","弥生町貝塚","文京区 弥生二丁目","[縄文時代][弥生時代]","貝塚","","縄文土器　打斧　磨斧　石鏃　土製耳飾　石棒　弥生土器",139.7618189,35.7184943,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13105002802,13105,"28-2","やよいちょうあさのていかいづか","弥生町浅野邸貝塚","文京区 根津一丁目","[縄文時代（後期～晩期）]","貝塚","","縄文土器　石斧　石鏃　耳飾　独鈷石　土版",139.7631579,35.71749082,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13105002803,13105,"28-3","やよいにちょうめいせき","弥生二丁目遺跡","文京区 弥生二丁目","[縄文時代（早期～晩期）][弥生時代][近世]","貝塚","※一部、国指定史跡弥生二丁目遺跡となっています。 [弥生時代]溝","縄文土器　弥生土器　燈明皿　砥石　灼骨",139.7645655,35.7167382,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13105003800,13105,"38","おちゃのみずかいづか","お茶の水貝塚","文京区 湯島一丁目","[縄文時代（前期～晩期）]","貝塚","","縄文土器　石斧　磨石?　石棒?　人骨　獣骨",139.7646685,35.70143345,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13105004000,13105,"40","ゆしま（きりどおしきた）かいづか","湯島（切通し北）貝塚","文京区 湯島四丁目","[縄文時代（前期～晩期）]","貝塚","","",139.7675524,35.70932315,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13105004700,13105,"47","ほんごうだいいせきぐん","本郷台遺跡群","文京区 本郷五丁目　本郷七丁目　弥生二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][平安時代][近世]","包蔵地・集落・貝塚・その他の墓・社寺・屋敷・その他（町屋）","[旧石器時代]石器ブロック　礫群　[縄文時代]遺物集中部　陥穴　[古墳時代]住居跡　[平安時代]住居跡　井戸　[近（近世）]地下式坑　建物跡　組石遺構　土坑　溝　庭園址　井戸　道路状遺構など","（旧石器）ナイフ形石器・石核・剥片・石屑　砕片　（縄文）土器・石器　（弥生）土器　（古墳）土師器・土製品・須恵器　（奈良）土師器・須恵器　（平安）土師器・須恵器・灰釉陶器・緑釉陶器・土錘　（近世）陶磁器・土器・瓦・土製品・石製品・金属製品・古銭・骨角製品・動物遺存体・せっ器・瓦器・ガラス製品・木製品",139.7634819,35.71205684,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"blue"
13106000100,13106,"1","りょうげんじかいづか","領玄寺貝塚","台東区 谷中四丁目","[縄文時代（中期～後期）][近世]","包蔵地・貝塚","","縄文土器　石斧　石鏃　石錐　砥石　陶磁器",139.7664873,35.72277819,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13106000200,13106,"2","てんのうじかいづか","天王寺貝塚","台東区 谷中七丁目","[縄文時代（後期）][古墳時代]","包蔵地・貝塚","","縄文土器　土師器",139.7723925,35.72591381,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13106000405,13106,"04-5","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木一丁目","[旧石器時代][縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚・社寺","[旧石器時代]～[中世]礫群　陥穴　ピット群　土杭　貝塚　[近世]地下式土杭　井戸　溝　瓦留　墓杭","縄文～古代土器　近世陶磁器瓦・石造物　旧石器～中世礫・縄文土器・土師器・須恵器・陶器・土器　近世陶磁器・土器類・人骨",139.7701043,35.72060734,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"blue"
13106000600,13106,"6","しんざかかいづか","新坂貝塚","台東区 上野桜木一丁目　上野公園","[縄文時代（後期）][弥生時代（後期）]","貝塚","","縄文土器　磨斧　貝輪　弥生土器",139.7788419,35.719799,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13106001000,13106,"10","ゆしま（きりどおしきた）かいづか","湯島（切通し北）貝塚","台東区 池之端一丁目","[縄文時代（前期～晩期）]","貝塚","","縄文土器　石鏃　唐製石斧　石皿　石剣　耳飾　土版　骨針　貝輪　人骨　獣骨　打製石斧　縄文（前・後・?）土器　骨首器（ヘアピン）　貝",139.7675451,35.70926132,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13109000100,13109,"1","かみおおさきかいづか","上大崎貝塚","品川区 上大崎一丁目","[縄文時代]","貝塚","","縄文土器　石器",139.72184,35.6351312,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13109000400,13109,"4","いけだやまきたいせき","池田山北遺跡","品川区 東五反田五丁目","[縄文時代（早期～中期）][弥生時代（後期）]","包蔵地・貝塚・集落","[縄文時代（早期～前期）]住居址　炉跡　貝層　[縄文時代]住居跡　炉跡　土坑　[縄文時代（前期）]～[弥生時代（後期）]竪穴式住居　土坑　[弥生時代]住居跡　炉跡　土坑　溝　[古墳時代]住居跡　土坑","縄文土器　打斧　磨斧　石皿　けつ状耳飾　弥生土器　磁器　燈明皿　擂鉢　動物遺体　打製石斧　耳飾　土器　土師器　石製耳飾",139.7229069,35.63109445,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13109001000,13109,"10","いるきばしいせき","居木橋遺跡","品川区 大崎二丁目","[縄文時代（早期～後期）][弥生時代][中世]","集落跡・貝塚","[縄文時代]住居　土坑　ピット　[中世]溝","縄文土器　打斧　磨斧　石皿　耳飾　石棒　骨角製釣針　鯨骨製棒状骨角器　獣魚骨　弥生土器　抉入石斧　陶磁器　動物遺体",139.7245685,35.61720399,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"blue"
13109001200,13109,"12","（おおい）ごんげんだいかいづか","(大井)権現台貝塚","品川区 広町二丁目","[縄文時代（後期～晩期）]","貝塚","","縄文土器　打斧　磨斧　硬玉大珠　石棒　土偶　土版　骨角器　獣骨",139.7343964,35.60833955,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13109001400,13109,"14","さいこうじかいづか","西光寺貝塚","品川区 大井四丁目","[縄文時代（中期～後期）][古墳時代]","貝塚・包蔵地","","縄文土器　打斧　須恵器",139.7328131,35.60031371,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13109001600,13109,"16","おおもりかいづか","大森貝塚","品川区 大井六丁目","[縄文時代（中期～晩期）]","包蔵地・集落・貝塚","[縄文時代]住居　溝","縄文土器　石斧　石鏃　石皿　磨石　滑車形耳飾　石棒　土偶　土版　骨角器　貝製品　人骨",139.7303114,35.59305438,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13110000800,13110,"8","ひがしやまかいづかいせき","東山貝塚遺跡","目黒区 東山二丁目　東山三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世][近世][近代]","集落　貝塚　その他（軍施設）","[旧石器時代]礫群　石器ブロック　[縄文時代]竪穴住居跡　土坑　土壙　土器埋設遺構　落し穴　木杭列　植物遺存体集中　小穴　柱穴群　[弥生時代]竪穴住居跡　溝　土坑　[古墳時代]土坑　[中世]溝　[近世]溝　土坑　［近代］地下式遺構　煉瓦構造物　溝","縄文土器　土偶　土製円盤　土器片錘　打製石斧　磨製石斧　弥生土器　古墳時代土器　陶磁器　細石刃　尖頭器　剥片　角錐状石器　削器　石鏃　敲石　石皿　垂飾　掻器　凹石　磨石　砥石　スタンプ形石器　石剣　石錐　石棒　土版　土製勾玉　耳栓　土錘　土玉　弭形角製品　ヤス状刺突具　骨針　浮子 （平安時代）　瓦　（近代）陶磁器　ガラス製品　鉄製品",139.6866739,35.64782322,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"blue"
13111000100,13111,"1","かめづかふきん・まるこたまがわえんきたかいづか","亀塚付近・丸子多摩川園北貝塚","大田区 田園調布一丁目","[縄文時代（前期・後期）]","包蔵地・貝塚","","縄文土器",139.6674392,35.58883561,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111004500,13111,"45","でんえんちょうふほんちょうかいづか","田園調布本町貝塚","大田区 田園調布本町","[縄文時代（前期）]","貝塚","","縄文土器",139.6761517,35.58467801,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111004800,13111,"48","しもぬまべかいづか","下沼部貝塚","大田区 田園調布本町","[縄文時代（早期～晩期）][弥生時代][近世]","集落・貝塚","[縄文時代]住居　集石　炉　炉穴　焼土　[弥生時代]住居　[近世]墓壙","縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石箆　石錘　石皿　磨石　凹石　敲石　石核　剥片　梵字形石器　耳飾　石棒　石剣　岩版　土版　昆虫形土製品　筒形土製品　獣骨　弥生土器　須恵器　埴輪　銭貨　人骨",139.6724802,35.58533812,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"blue"
13111005700,13111,"57","ゆきがやかいづか","雪ヶ谷貝塚","大田区 南雪谷二丁目　 南雪谷三丁目　 南雪谷四丁目　 南雪谷五丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚・その他の墓","","縄文土器　縄文石器　石鏃　石槍　弥生土器",139.6844687,35.58976951,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"blue"
13111006000,13111,"60","まごめかいづか","馬込貝塚","大田区 中馬込一丁目　 上池台五丁目","[縄文時代（前期～晩期）]","集落・貝塚","[縄文時代]住居　土坑　土壙　犬埋葬土坑","縄文土器　打斧　磨斧　異形石器　土錘　けつ状耳飾　玉類　骨角製品牙鏃　弓筈　人骨　獣・魚骨",139.7035017,35.59549274,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111006200,13111,"62","てんまんぐうふきんかいづか","天満宮付近貝塚","大田区 南馬込二丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7166881,35.58939185,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111006300,13111,"63","まごめいっちょうめかいづか","馬込一丁目貝塚","大田区 南馬込四丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7140918,35.58647772,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111006500,13111,"65","ちょうおんじかいづか","長遠寺貝塚","大田区 南馬込五丁目　 西馬込一丁目","[縄文時代（前期）][弥生時代]","包蔵地・貝塚","","縄文土器　打斧　弥生土器",139.7096019,35.59124845,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111006900,13111,"69","おおもりかいづか","大森貝塚","大田区 山王一丁目","[縄文時代（中期～晩期）]","貝塚","","縄文土器　打斧　石鏃　石皿　磨石　耳飾　石棒　土偶　土版　土製品　骨角器　牙鏃　人骨　獣骨",139.7303283,35.59301536,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111007400,13111,"74","きりさとまちかいづか","桐里町貝塚","大田区 池上一丁目","[縄文時代（前期）][弥生時代]","貝塚","","縄文土器　弥生土器",139.7069823,35.57945652,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111007600,13111,"76","しょうせんかいづか","庄仙貝塚","大田区 久が原一丁目　 北嶺町","[縄文時代（前期～中期）]","貝塚・集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　磨石　凹石　石棒　独鈷石　獣骨",139.6882712,35.586053,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111007800,13111,"78","くがはらかいづか・くがはらちょう1026ばんちかいづか","久ヶ原貝塚・久ヶ原町1026番地貝塚","大田区 久が原三丁目　 久が原四丁目","[縄文時代（前期～中期）]","貝塚","","縄文土器",139.6912324,35.58052107,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111008500,13111,"85","ちどりくぼかいづか","千鳥久保貝塚","大田区 久が原四丁目　 南久が原一丁目","[縄文時代（中期～後期）]","集落・貝塚","[縄文時代]住居","縄文土器　打斧　凹石　鹿角棒　人骨",139.6891725,35.57711795,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111008700,13111,"87","ぞうみょういんうらかいづか","増明院裏貝塚","大田区 鵜の木一丁目","[縄文時代（前期・後期）]","貝塚","","縄文土器　石器　耳飾",139.6829192,35.57566033,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111011600,13111,"116","つかごしかいづか","塚越貝塚","大田区 西馬込二丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7026565,35.58375587,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13111013700,13111,"137","かみぬまべかいづか","上沼部貝塚","大田区 田園調布四丁目　 田園調布五丁目","[縄文時代（前期・後期～晩期）]","貝塚","","縄文土器",139.6602175,35.59661086,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13112012500,13112,"125","ろくしょひがしいせき","六所東遺跡","世田谷区 野毛一丁目 野毛二丁目 野毛三丁目 上野毛一丁目","[縄文時代（前期～中期）]","集落・貝塚","[縄文時代]住居","縄文土器 石器 魚骨",139.6408,35.60633,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13112025000,13112,"250","いなりまるきたいせき","稲荷丸北遺跡","世田谷区 上野毛三丁目","[縄文時代（早期～晩期）][古墳時代]","集落・貝塚","[縄文時代]住居 土坑 ピット [古墳時代]住居 掘立柱建物 土坑 [近世]ピット 溝?","石器 縄文土器 土錘 土製円板 けつ状耳飾 弥生土器 土師器 須恵器 装身具 陶磁器",139.6356912,35.61181815,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13113002000,13113,"20","めいじじんぐうきたいけえーかいづか","明治神宮北池A貝塚","渋谷区 代々木神園町","[縄文時代（後期～晩期]","貝塚","","縄文土器　独鈷石",139.6992573,35.68015498,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13113005800,13113,"58","とよさわかいづか","豊沢貝塚","渋谷区 恵比寿二丁目","[縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚","[縄文時代]住居　土坑　埋甕　陥穴　墓壙　掘立柱建物　[平安時代]掘立柱建物","縄文土器　打製石斧　磨製石斧　石鏃　石皿　磨石　石剣　土偶　砥石　土師器　弥生土器　須恵器　縄文人骨",139.720998,35.64621084,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"blue"
13113007300,13113,"73","","渋谷区No.73遺跡","渋谷区 東四丁目","[縄文時代（後期）]","貝塚?","","縄文土器",139.7118116,35.65719449,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13113007900,13113,"79","はねざわかいづか","羽沢貝塚","渋谷区 広尾三丁目　広尾四丁目","[縄文時代（後期）]","貝塚","","縄文土器　打斧　敲石",139.7175648,35.6556961,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"blue"
13116000100,13116,"1","ひかわじんじゃうらかいづか","氷川神社裏貝塚","豊島区 池袋本町二丁目　 池袋本町三丁目","[縄文時代（前期～晩期）][弥生時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文]貝塚、包含層、土坑　[中～近世]溝状遺構　[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構","縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体",139.7105424,35.74290873,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"blue"
