"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","P","J","Y","K","N","H","M","E","U","色"
13112027800,13112,"278","からすやまじょう（とりで）せき・からすやまみなみはらいせき","烏山城(砦)跡・烏山南原遺跡","世田谷区 南烏山一丁目 南烏山二丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [近世]溝状遺構 [時期不明]溝","石器 焼礫 縄文土器 陶磁器",139.6085982,35.6676234,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13113006600,13113,"66","しぶやじょう","渋谷城","渋谷区 渋谷三丁目","[中世]","城館","[中世]空堀　土塁","",139.7065244,35.65755713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13114009600,13114,"96","なかのちょうじゃやしき","中野長者屋敷","中野区 本町二丁目","[中世]","城館","","",139.6817144,35.69361796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13117001500,13117,"15","いねつけじょうあと","稲付城跡","北区 赤羽西一丁目","[古墳時代][奈良時代][中世]","集落・城館","[中世]空堀　[古墳時代][奈良時代]住居址　[中世]竪穴状遺構　溝","土師器　須恵器　陶器",139.7193629,35.77558484,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"red"
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13117003700,13117,"37","としまきよみつやかたあと","豊島清光館跡","北区 豊島七丁目","[中世]","城館","","",139.74256,35.76658299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13117003800,13117,"38","たきのがわじょうあと","滝野川城跡","北区 滝野川三丁目","[中世]","城館","","",139.7305841,35.75213726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13118000600,13118,"6","いしはまじょう","石浜城","荒川区 南千住三丁目","[中世]","城館","","",139.8075732,35.73077263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13119002800,13119,"28","あかつかじょうし","赤塚城址","板橋区 赤塚四丁目　 赤塚五丁目","[縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][中世]","包蔵地・城館","[古墳時代]木道　[中世]堀　曲輪","縄文土器　石器　加工木材土師器",139.6433122,35.78259462,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13119005200,13119,"52","とくまるいしかわ／とくまるみつわいせき","徳丸石川／徳丸三ツ和遺跡","板橋区 徳丸五丁目","[縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・城館","[縄文時代]土坑　[弥生時代]住居　円形周溝墓　特殊遺構　[古墳時代]住居　[中世]堀","角錐状石器　縄文土器　石器　耳飾　弥生土器　土師器　陶磁器",139.6565108,35.77864163,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13119010100,13119,"101","しむらしろやまいせき・しむらじょうし","志村城山遺跡・志村城址","板橋区 志村二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・城館","[弥生時代]環濠　[古墳時代]方形周溝墓　[奈良時代][平安時代]住居　掘立柱建物　柵列　[中世]土壙　溝　堀","縄文土器　打斧　磨斧　石鏃　掻器　磨石　弥生土器　土師器　須恵器　支脚　羽口　鉄針　陶磁器",139.6877743,35.7758087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13120004500,13120,"45","しろやまいせき・あたごやまるい","城山遺跡・愛宕山塁","練馬区 上石神井三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][中世]","集落・城館","[旧石器時代]礫群　[縄文時代]住居　石器集中部　礫群　炉穴　集石土坑　濠状遺構　住居址　[中世]堀","石器　縄文土器　弥生土器　ナイフ形石器　尖頭器　細石刃　細石刃核　石鏃　扶入磨石　鉄製品",139.5927615,35.732401,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13120005000,13120,"50","しゃくじいだいいせき・しゃくじいじょうあと","石神井台遺跡・石神井城跡","練馬区 石神井台一丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]礫群　[中世]ピット　地下式土坑　溝状遺構　[時代不明]住居　柱穴群　溝状遺構","石器　縄文土器　弥生土器　土師器　須恵器　陶磁器　木製品　素焼土器　瓦器　鉄器　石臼",139.5958224,35.73608288,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"red"
13120013000,13120,"130","ねりまじょうあと","練馬城跡","練馬区 向山三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]石器ブロック　[縄文時代]炉穴　集石　土坑　[古墳時代]住居[中世]堀切り","縄文土器　石器　土師器　須恵器",139.6458275,35.74255871,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"red"
13121002500,13121,"25","なかそねじょうし","中曽根城址","足立区 本木二丁目","[中世]","城館","","",139.7855706,35.76612391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13122000800,13122,"8","ごてんやま・かさいじょうし","御殿山・葛西城址","葛飾区 青戸六丁目　 青戸七丁目　 青戸八丁目","[弥生時代][奈良時代][平安時代][中世][近世]","集落・城館","[古墳時代]住居　ピット　土坑　溝　[中世]掘立柱建物　土坑　ピット　井戸　溝　堀　[近世]水田","弥生土器　土師器　須恵器　土錘　砥石　陶磁器　カワラケ　瓦器　茶臼　瓦　板碑　鉄製品　鉄塊　漆椀　下駄　くし　銭貨　炭化物",139.855644,35.75541297,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13122001400,13122,"14","でんかさいきよしげやかたあと","伝葛西清重館址","葛飾区 四ツ木一丁目","[中世]","城館","","",139.8341544,35.73452287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13123001200,13123,"12","ながしまやしきあと","長島屋敷跡","江戸川区 東葛西三丁目","[中世]","城館","","",139.8821059,35.66823881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201004200,13201,"42","はちおうじじょうあと","八王子城跡","八王子市 元八王子町三丁目　 下恩方町","[縄文時代（中期）][中世][近世]","城館","[中世]掘立柱建物　土間状遺構　腰曲輪　[近世]建物　方形竪穴　土坑　庭園　井戸　溝　石段　踊場　堀　造成面　土塁　石垣","縄文土器　石皿　陶磁器（国産・舶載）　カワラケ　鉄砲玉　釘　鉄片　鏡　砥石　石臼　羽口　坩堝　刀装具　レースガラス　毛抜き　鋲　銭貨　土弾　鉄滓　漆椀　木炭",139.253375,35.65333468,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13201005300,13201,"53","たかつきじょうあと・はちおうじしNo.54いせき","高月城跡・八王子市No.54遺跡","八王子市 高月町","[縄文時代（前期～後期）][中世]","包蔵地・城館","[中世]空堀　土塁　曲輪","縄文土器　陶器　鉄砲鉛弾　釘",139.3189058,35.7127551,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201005500,13201,"55","たきやまじょうあと","滝山城跡","八王子市 高月町　 加住町一丁目　 丹木町一丁目　 丹木町二丁目　 丹木町三丁目","[中世]","城館","[中世]本丸　千畳敷　二の丸　三の丸　掘立柱建物　土間状遺構　敷石遺構　堀　曲輪　整地面","陶磁器　カワラケ　鉄砲玉　釘　羽口　土玉　鉄滓",139.3300638,35.69914337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201009600,13201,"96","たんぎさかいいせき","丹木境遺跡","八王子市 丹木町二丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][平安時代][中世][近世]","集落・城館","[縄文時代]竪穴状遺構　炉穴　陥穴　集石　土坑　[中世]腰曲和錠遺構　掘状遺構　館址状遺構　溝","縄文土器",139.323392,35.69210337,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"red"
13201013700,13201,"137","はつさわじょう（くぬぎだじょう・こうじょうじょう）あと","初沢城（椚田城・高乗城）跡","八王子市 初沢町","[中世]","城館","[中世]本丸　堀切　曲輪　櫓台　土塁","",139.2795516,35.63572276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201016500,13201,"165","かたくらじょうあと","片倉城跡","八王子市 片倉町","[中世]","城館","[中世]堀切曲輪　櫓台　土塁","",139.3369739,35.63915663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201036600,13201,"366","たまにゅーたうんNo.125・126（まつきやしきあと）いせき","多摩ニュータウンNo.125・126（松木屋敷跡）遺跡","八王子市 松木","[旧石器時代][縄文時代（草創期・前期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館・その他の墓","[旧石器時代]]遺物集中地点　礫群　[縄文時代]住居　集石土坑　[古墳時代]住居　井戸　[奈良時代][平安時代]住居　建物　焼土　土坑　溝　[中世][近世]建物　竪穴状遺構　ピット群　土坑　地下式土坑　地下室　墓壙　溝","ナイフ形石器　尖頭器　掻器　彫器　磨石　石核　打面再生剥片　剥片　縄文土器　打斧　礫器　尖頭器　有舌尖頭器　石鏃　掻器　石皿　磨石　凹石　石核　円板　けつ状耳飾　陶磁器　土師質土器　瓦質土器　舶載陶磁器　石製品　板碑　宝篋印塔　宝篋印塔",139.3935576,35.62377666,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13201038200,13201,"382","たまにゅーたうんNo.287・290・405いせき","多摩ニュータウンNo.287・290・405遺跡","八王子市 松木","［旧石器時代］[縄文時代（草創期～後期）][弥生時代（中期）][奈良時代][平安時代][中世][近世]","集落・城館","［旧石器時代］遺物集中地点　礫群　［縄文時代］集石　集石土坑　陥し穴　土坑　[奈良時代]?[平安時代]住居　土坑　[中世]?[近世]建物　竪穴状遺構　ピット　土坑　土蔵状遺構　焼土　池　井戸　炭窯　段切状遺構　基壇状遺構　溝　道路　墓壙　集石墓　石組　配石","ナイフ形石器　尖頭器　削器　彫器　剥片　炭化物　縄文土器　打斧　磨斧　礫器　石鏃　石匙　石皿　磨石　敲石　台石　骨角器　弥生土器　土師器　須恵器　鉄製品　紡錘車　土鈴　飾金具　瓦　陶磁器　カワラケ　舶載陶磁器　陶鈴　石製品　土錘　漆器桶　木製品　碁石　銭貨　煙管　板碑　宝篋印塔　宝塔　写経石　人歯",139.3892553,35.62578506,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13201038900,13201,"389","たまにゅーたうんNo.107いせき","多摩ニュータウンNo.107遺跡","八王子市 松木","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館","[縄文時代]住居　集石　土坑　[古墳時代]土坑　溝　[平安時代]?[中世]住居　ピット　土坑　溝　[中世]建物　墓　段切状遺構　[近世]土坑　集石　水路（水車）　炭窯　溝　濠状遺構（道）","縄文土器　打斧　礫器　石鏃　石皿　磨石　スタンプ形石器　敲石　土錘　耳飾　垂飾　土偶　土師器　須恵器　鉄製品　炭化種子　陶磁器　土師質土器　舶載陶磁器　火鉢　金属製品　砥石　瓦　板碑　石臼　杭板",139.3882042,35.62683922,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13201042500,13201,"425","たまにゅーたうんNo.391いせき","多摩ニュータウンNo.391遺跡","八王子市 別所","[縄文時代（前期～中期）][弥生時代（中期）][奈良時代][平安時代][中世][近世]","城館","[奈良時代][平安時代]製鉄関連遺構　[平安時代]溝　[近世]建物　土坑　炭窯","縄文土器　打斧　磨斧　磨石　弥生土器　土師器　須恵器　陶磁器　土師質土器　瓦質土器　鉄製品　石製品　銅製品　銭貨",139.3969421,35.62165023,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13201046500,13201,"465","ちからいしじょうあと","力石城跡","八王子市 上恩方町","[中世]","城館","[中世]石畳　土塁","",139.2194089,35.671717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201048500,13201,"485","かじわらやかた","梶原館","八王子市 元八王子町三丁目","[中世]","城館","","",139.2768262,35.6567738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201048600,13201,"486","おだのじょうあと","小田野城跡","八王子市 西寺方町　 下恩方町","[中世]","城館","[中世]土橋　堀　腰曲輪　桝形状遺構","陶磁器　舶載磁器",139.263156,35.66913783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201048700,13201,"487","じょうふくじじょうあと","浄福寺城跡","八王子市 下恩方町","[中世]","城館","[中世]空堀　曲輪　土塁","",139.2478793,35.67029754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201048900,13201,"489","ととりるい（ととりとりで）","十々里塁(廿里砦）","八王子市 廿里町","[弥生時代（中期）][中世][近世]","包蔵地・城館","[中世]空堀","弥生土器　陶磁器",139.2772514,35.64565566,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13201049200,13201,"492","ゆいしやかた","由井氏館","八王子市 弍分方町","[中世]","城館","","",139.275471,35.68009388,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201049400,13201,"494","とぶきじょうあと","戸吹城跡","八王子市 戸吹町","[中世]","城館","","",139.2819901,35.71336141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201049500,13201,"495","なかやまかげゆやかたあと","中山勘解由屋敷跡","八王子市 滝山町二丁目","[中世]","城館","","陶磁器",139.3391527,35.69188925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201049600,13201,"496","こうじょうじしろやまいせき","高乗寺城山遺跡","八王子市 初沢町　 高尾町","[中世]","城館","[中世]堀　曲輪","",139.2735092,35.63466244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201050000,13201,"500","ながぬまやかた","長沼館","八王子市 長沼町","[中世]","城館","[中世]堀　曲輪","",139.3662368,35.63877196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201050200,13201,"502","ゆぎしやかたあと","由木氏館跡","八王子市 下柚木","[中世]","城館","","",139.3820764,35.63195482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201050700,13201,"507","やえんとうげるい","野猿峠塁","八王子市 高嶺町","[中世]","城館","","",139.3625289,35.63338668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201052100,13201,"521","ひらやまじょうあと","平山城跡","八王子市 堀之内","[中世]","城館","[中世]腰曲輪　虎口　土塁","",139.3817438,35.64092476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13201070805,13201,"08-5","おちこしいせきぐんおちこしえふちく","落越遺跡群落越F地区","八王子市 城山手一丁目","[平安時代][中世][近世]","集落・城館","[平安時代]住居　[中世]居館　[近世]炭焼窯","土師器　陶器　土師質土器　渡来銭",139.2863271,35.65597989,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"red"
13201085000,13201,"850","たまにゅーたうんNo.692いせき","多摩ニュータウンNo.692遺跡","八王子市 別所","[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館・墓地","[古墳時代]住居　[平安時代]住居　[平安時代][中世]建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　[近世]建物　土坑　室　井戸　山砂採掘坑　炭窯　溝","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載陶磁器　釘　刀子　火打ち金具　包丁　鋏　鉄製品　鞴羽口　銅製品　和鏡　銭貨　鉄滓　土師質土器　硯　砥石　石臼　石鍋　瓦　木製品　人骨　馬歯骨",139.3946735,35.61740721,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"red"
13201102400,13201,"1024","こんぴらさんいせき","金比羅山遺跡","八王子市 高尾町　 初沢町","[中世][近世]","城館","[時代不明]竪堀?　曲輪?","",139.277078,35.64015076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13202001700,13202,"17","たちかわしやかたあと","立川氏館跡","立川市 柴崎町四丁目","[中世][近世]","包蔵地・城館","[中世][近世]土塁 堀 礎石建物 掘立柱建物 地下式横穴 井戸 溝 土坑","陶磁器 板碑 古銭 経石 瓦",139.4023111,35.69080339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"red"
13205003500,13205,"35","からかいじょうあと","辛垣城跡","青梅市 二俣尾辛垣山","[中世]","城館","[中世]石垣　空堀　土塁","陶磁器（古瀬戸・青磁）　鉄砲弾",139.2205749,35.81180022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13205003600,13205,"36","こやしき","古屋敷","青梅市 二俣尾四丁目","[中世]","城館","","",139.215631,35.80559132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13205003900,13205,"39","ますがたやまじょうあと","枡形山城跡","青梅市 二俣尾","[中世]","城館","","",139.2233215,35.80600897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13205005600,13205,"56","すぎだいらさくあと","杉平柵跡","青梅市 梅郷一丁目","[中世]","城館・柵跡","","",139.2209182,35.78317398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
13205006500,13205,"65","たてのさくあと","楯の柵跡","青梅市 日向和田一丁目","[中世]","城館","[中世]空堀　土橋","",139.2433372,35.78899474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"red"
